source	target	count(*)
1027515500	222540906	1
39247962	784912	1
339995442	188048136	1
54647086	6187302	1
22377137	273684907	1
67435699	188048136	1
642543	348429830	1
32177218	36183	1
12831092	25338609	1
85191676	273684907	1
1255770169	1197619002	1
19855268	273684907	1
459008803	83271185	1
52885446	15958614	1
318148220	18131006	1
24179617	611823	1
1480130808	979811	1
414404825	188048136	1
72052556	9688342	1
442981422	188048136	1
15052343	275686563	1
38822577	15830701	1
140541759	9688342	2
300574666	273684907	1
1503163128	15066271	1
38897348	12217	1
21365675	312846503	1
53596339	1475774791	1
451108446	16318564	1
19674394	14231571	1
17599131	12273252	2
146969405	15398988	1
14577594	632113197	1
635639811	393648766	1
190988390	19312115	1
16063991	14246782	1
1123327922	275686563	1
62007617	12984782	1
13904812	755859	1
723829807	7144422	1
251804630	972651	1
123859505	14231571	1
3007491	83271185	1
176725989	188048136	1
78783	14231571	1
14989726	273684907	1
37430527	273684907	1
105765996	127978917	1
22648205	273684907	1
15951166	236572437	1
327550001	6312822	1
43828292	188048136	1
771681	273684907	1
250497656	6312822	1
92369660	972651	1
492174715	275686563	1
93998613	5777542	1
103227509	1214346157	1
242144565	83271185	1
8204972	273684907	1
27321286	273684907	1
15416541	972651	1
1275570596	215625004	1
131257475	9688342	1
242144565	202233697	1
98523794	6312822	1
18997528	23978155	1
29630960	188048136	1
78149870	188048136	1
362130491	277568858	1
495542777	109433050	1
37120200	12273252	1
74857162	12217	1
14365611	14989726	1
482871517	1475774791	1
408879933	78453	1
17738585	275686563	1
34050619	14231571	1
14060637	15066271	1
18553922	23978155	1
407584050	16452299	1
15715971	14231571	1
113456205	5834352	1
14604243	979811	1
83300860	972651	1
17107857	11469602	1
4528281	16318564	1
342720495	273116393	1
315239083	198732594	1
87051544	12273252	1
14260072	979811	1
126484603	223028814	1
33725241	273684907	1
14890530	784912	1
15523460	25338609	1
312663377	275686563	1
181346176	16318564	1
90313362	188048136	1
15348159	3468981	1
761023	273684907	1
17351544	273684907	1
1083683586	37019708	1
320514870	1475774791	1
130203340	259923509	1
15458539	23978155	1
49196301	16452299	1
887148235	1475774791	1
389585308	188048136	1
15070958	25338609	1
1504381754	275686563	1
313531038	979811	1
117106591	784912	1
25128034	15830701	1
14680556	273684907	1
15575993	275686563	1
14068631	6981492	1
226950845	15830701	1
63778068	784912	1
49254976	979811	1
287387862	273684907	1
485076559	17618643	1
11798592	6187302	1
130555211	611823	1
1255770169	979811	1
1006521	15958614	1
1550251	755859	1
9419482	14231571	1
713387798	15830701	1
23823528	19225408	1
771681	127978917	1
101961589	188048136	1
283835279	4641021	1
732784062	312846503	1
5723242	784912	1
17704355	5777542	1
56380633	14635769	1
1160892398	6312822	1
72991740	33243592	1
30593538	611823	1
122665484	39306627	2
310895151	539256085	1
451108446	13945572	1
15209240	273684907	1
63096088	979811	1
15060567	1197619002	1
74471361	23978155	1
15174093	14231571	1
185177057	9688342	1
723829807	731223740	1
5863782	83271185	1
801123	273684907	1
41379002	5834352	1
197955712	51813392	1
8315692	14231571	1
18518062	15267898	1
54466163	979811	1
5777542	784912	1
1120530091	188048136	1
221446048	23978155	1
281987894	145201486	1
252683663	14231571	1
119461439	127978917	1
102102915	265104593	1
33818674	14231571	1
172916423	9688342	1
19664443	127978917	1
37671491	83271185	1
19745636	6312822	1
73338728	784912	1
474283666	83271185	1
41399164	979811	2
762948470	277568858	1
44957981	1006521	1
12724562	273684907	1
69091897	15661911	1
92341675	15830701	1
342328432	188048136	1
36622906	273684907	1
102102915	109433050	1
18093	78453	1
946079773	6187302	1
17212410	273684907	1
44821371	188048136	1
61680659	188048136	1
261009866	611823	1
14199907	187344972	1
346795430	18657572	1
287931993	188048136	1
609773889	22114874	1
330367966	636923	1
406634784	188048136	1
370136412	6981492	1
122665484	12984782	1
16803469	636923	1
73221331	145201486	1
318393568	198732594	2
88614100	15830701	1
33799821	979811	1
256693196	14231571	1
122665484	479719592	1
1123327922	972651	1
324229844	14149386	1
19568260	281348032	1
539355195	117117530	1
456239997	188048136	1
55874022	15027362	1
9427242	36183	1
423119615	223028814	1
96517813	979811	1
76447189	14231571	1
723829807	14097734	13
107448374	12273252	1
32572068	14231571	1
48633265	318393568	1
316684380	24490048	1
16573230	15086405	1
332397661	83271185	1
287387862	784912	1
19182150	6312822	1
749911052	229256967	1
357023592	12273252	1
15791237	1006521	1
38841221	277568858	1
6985162	784912	1
237439400	188048136	1
14344677	83271185	1
295944969	188048136	1
470027626	214121628	1
60179336	14231571	1
14546264	14209427	1
2024491	636923	1
279827939	188048136	1
43998903	37019708	1
15152640	755859	1
14335967	14231571	1
60935781	14157068	1
22913041	18865450	1
15461835	19225408	1
158778628	14151652	1
11087102	25338609	1
34590891	14539324	1
15143065	14231571	1
99052602	188048136	1
7285302	14231571	1
362072815	14231571	1
96323946	14231571	1
203024248	37019708	1
107530760	4641021	1
15080070	14231571	1
17804002	20904050	1
102851047	188048136	1
241316444	16662889	1
1146133807	784912	2
401063066	316126825	1
14355425	277568858	1
267724455	15830701	1
14060640	1622441	1
62113055	784912	1
25416553	188048136	1
24905818	14231571	1
310418828	14231571	1
14227194	94316318	1
333529041	188048136	1
146854128	15066271	1
448829458	188048136	1
207793156	1475774791	1
34590891	762386762	1
406766014	1197619002	1
14463726	216117499	1
23915691	2172	1
147998591	23978155	2
18022397	83271185	1
159576280	481547216	1
10221	817386	1
14237651	16318564	1
7131752	16318564	1
107770370	20904050	1
113967171	784912	1
121233033	755859	1
39247962	465739353	1
51860670	16318564	1
9364102	277568858	1
223867718	14231571	1
309563555	117117530	1
31541791	979811	1
30054058	2242231	1
47202820	5834352	1
289703458	275686563	1
363329873	51813392	1
68961019	273684907	1
17506533	784912	1
75247810	15661911	1
65565806	78453	1
16218411	15830701	1
15063088	18865450	1
318393568	1006521	1
3257461	36183	1
1897081	755859	1
377781036	83271185	1
18784415	784912	1
77923438	979811	1
17703257	16318564	1
5777542	19312115	2
224448199	784912	1
474644093	15830701	1
390452836	275686563	1
323888508	188048136	1
15791237	19312115	1
195194064	147998591	1
44166385	9688342	1
232086298	15958614	1
275747067	188048136	1
1187071904	83271185	1
2913451	273684907	1
312472901	51439690	1
9580792	636923	1
242589912	6187302	1
310418828	611823	1
16369316	14231571	1
1285238412	37019708	1
49292083	611823	1
1405765963	15383958	1
196621155	15403842	1
19105759	273684907	1
60934228	979811	1
135404361	83271185	1
74587646	188048136	1
14161143	784912	1
711436304	188048136	1
14663958	2172	1
18794580	12273252	1
80680080	25338609	1
17925696	16318564	1
14226811	6187302	1
140541759	16711478	1
222540906	1197619002	1
297349027	188048136	1
90267365	188048136	1
37432219	784912	1
323252264	14410190	1
402896220	188048136	1
99005534	979811	1
14815081	14231571	1
303278534	188048136	1
98785047	149512797	1
361570691	9688342	2
258108228	23978155	1
475108996	188048136	1
88500584	51813392	1
321786562	188048136	1
6208362	127978917	1
20427743	18865450	1
160042385	1214256949	1
297854362	273684907	1
25985929	2426	1
11405762	273684907	1
7610582	784912	1
12831092	14231571	1
46986427	14231571	1
821244174	972651	1
23238557	127978917	1
52247685	23978155	1
18518062	979811	1
147696114	273684907	1
63636463	6187302	1
599656718	188048136	1
16821970	14231571	1
201483630	188048136	1
978003078	15830701	1
14097779	784912	2
272298834	188048136	1
14227194	438242506	1
51860670	23978155	1
336827848	188048136	1
197955712	21477756	1
222678561	51813392	1
18117773	275686563	1
14883072	14231571	1
396106658	188048136	1
7638992	273684907	1
81148484	15027362	1
4571321	784912	1
752603	35673	1
991953505	554523661	1
503198021	188048136	1
258801282	188048136	1
52247685	1006521	1
226624013	83271185	1
310418828	9688342	1
81578861	188048136	1
72991740	929183305	1
713941724	9688342	1
551358339	12273252	1
403245409	16318564	1
239053092	188048136	1
15228823	23978155	1
259052629	188048136	1
10221	2172	1
81148484	23978155	1
144350413	188048136	1
16290599	273684907	1
14389528	273684907	1
12266272	273684907	1
337532627	1214346157	1
5674912	9688342	1
25365743	188048136	1
9767742	16318564	1
6208362	25338609	1
10855252	755859	1
81564729	188048136	1
41475732	14231571	1
523136078	755859	1
45432532	611823	1
317190049	9688342	1
134132248	15830701	1
2223291	273684907	1
158821259	14231571	1
14315601	15760192	1
492749495	23978155	1
139398124	12273252	1
453920936	16318564	1
14199907	273684907	1
20945734	979811	1
275930685	83271185	1
102947065	273684907	1
15464273	5777542	1
34590891	16452299	1
14142709	15027362	1
298138069	273684907	1
393384689	15830701	1
230096003	1197619002	1
485076559	755859	1
56362316	979811	1
263026883	188048136	1
66284075	14347790	1
330002421	188048136	1
7638992	3468981	1
67338272	15383958	1
8108292	273684907	1
300574666	12273252	1
23823528	14566237	1
373656682	972651	1
414404825	23978155	1
10505162	83271185	1
258215926	451108446	1
134935910	51813392	1
433665701	188048136	1
14114228	127978917	1
485076559	958170230	1
198554681	273684907	1
63778068	455274701	1
22913041	1197619002	1
21507094	22253	1
245704250	188048136	1
300574666	198732594	1
47796564	16318564	1
202106234	9688342	2
609773889	972651	1
14593458	10194392	1
81685060	15008936	1
26087517	1066793484	1
122665484	14231571	1
15059496	273684907	1
39129794	222540906	1
236351659	168258795	1
17501542	12984782	1
454929825	168258795	1
215454055	9688342	1
241588187	14372486	1
381058734	188048136	1
701819767	9688342	3
2242231	9871212	1
2741351	784912	1
152420288	188048136	1
49794827	14231571	1
312472901	363594221	1
277613279	784912	2
1422933402	15830701	1
254081861	37019708	1
17464678	273684907	1
149730311	15958614	1
169172535	14151652	1
224019844	188048136	1
421083493	636923	1
15571944	23978155	1
888666415	51813392	1
387824320	9688342	1
17599215	12273252	1
55155361	23978155	1
79196669	318393568	1
635639811	583375286	1
49675047	14865941	1
97388600	188048136	1
312169321	19312115	2
9613162	318393568	2
414192783	188048136	1
331946329	277568858	1
16393792	127978917	1
49964589	14231571	1
539355195	23255992	1
6949612	784912	1
17607629	273684907	1
39255657	14231571	1
118364521	6981492	1
500469701	188048136	1
9047312	36183	1
99891260	37019708	1
538699837	51813392	1
155408489	784912	1
16063851	554523661	1
14936888	16318564	1
5998082	273684907	1
713941724	972651	1
521171526	188048136	1
87496817	9688342	3
23544392	9688342	1
454242947	188048136	1
297301561	14347790	1
14412930	979811	1
279777141	817386	1
113961030	20904050	1
734363305	13945572	1
723829807	5746402	2
464943507	277568858	1
5017391	348429830	1
75326962	275686563	1
299898500	979811	1
463544286	139438341	1
16326650	23978155	1
80027458	15830701	1
2899671	348429830	1
229188222	979811	1
993055418	16452299	1
19558701	583375286	2
1255770169	273684907	1
831568202	9688342	1
13945572	10877	1
16740465	2373551	1
156271605	348429830	1
617902392	972651	1
54754902	15440049	1
91762941	273684907	1
152115336	755859	1
20427743	636923	1
312472901	86315276	1
598472900	188048136	1
978003078	14151652	1
55353320	200512535	1
35018624	188048136	1
22607047	14231571	1
101670023	21253062	2
22953229	36183	1
22348273	755859	2
95749199	83271185	1
279033273	15830701	1
23915691	19225408	1
16606794	127978917	1
236120475	275686563	1
20407667	273684907	1
20584314	23978155	1
455274701	34050619	1
1205277985	15830701	1
75247810	169555979	1
14658540	275686563	1
23760993	4641021	1
255199789	6981492	1
594683716	817386	1
61550542	445098267	1
114221831	188048136	1
1072749373	188048136	1
64594560	14151652	1
12744742	784912	1
14202167	20904050	1
14339376	273684907	1
217259200	188048136	1
653053	611823	1
43436327	1066793484	1
14430504	14231571	1
14357305	14231571	1
68596536	273684907	1
1146133807	10194392	1
61005691	14151652	1
262324675	145201486	1
43476480	979811	1
760369974	51813392	1
49180622	12273252	1
52976552	14231571	1
16573230	756278	1
14913623	275686563	1
189663	755859	1
233819710	188048136	1
14226811	11405762	1
63096088	755859	1
210629704	187344972	1
176270014	188048136	1
637443255	6981492	1
285238858	1214346157	1
308727455	37019708	1
8543882	755859	1
8950192	273684907	1
16573230	972651	1
17051846	23978155	1
113583631	12273252	1
75911754	188048136	1
390270925	554523661	3
23544392	25338609	1
160042385	1214346157	1
1111085274	15830701	3
524714589	15661911	1
382163699	273684907	1
228907226	273684907	1
927979267	37019708	1
367837811	188048136	1
33377290	611823	1
14771735	127978917	1
228660396	188048136	1
134517532	19225408	1
141258661	273684907	1
20239378	83271185	1
22913041	273684907	1
777885	14231571	1
312169321	19092024	1
1506903050	37019708	1
51972970	127978917	1
279777141	9688342	1
40669809	188048136	1
16946507	5834352	1
38897348	16318564	1
1255770169	9688342	1
15894801	755859	1
7141052	784912	1
53561172	23978155	1
123224398	15086405	1
1222781	6187302	1
1677981	15440049	1
316122981	25602445	1
125743370	16662889	1
9771682	25338609	1
17784077	979811	1
413710489	277568858	1
324229844	15958614	1
27686496	78453	1
1491578720	428413732	1
14398655	14231571	1
433624600	188048136	1
34522355	90043357	1
18690832	14231571	1
382163699	14231571	1
1132480237	215625004	1
93753696	15066271	1
15596736	784912	1
15228931	979811	1
151153492	188048136	1
14566237	36183	1
888666415	127978917	1
971822479	37019708	1
1508684784	15958614	1
8315692	784912	1
288460006	188048136	1
342514358	188048136	1
116964031	37019708	1
122665484	1066793484	1
14375228	16318564	1
525784217	275686563	1
18794961	784912	1
174531542	23978155	1
12914572	273684907	1
72126536	188048136	1
54998888	15383958	1
14134854	979811	1
230096003	127978917	1
792376704	12273252	1
10446382	6981492	1
94150809	273684907	1
7805972	273684907	1
20427743	2087371	1
140743543	168258795	1
56722042	16318564	1
1466181618	188048136	1
19883312	6187302	1
23986953	83271185	1
232298334	188048136	1
285799790	15830701	1
55874022	273684907	1
307730275	83271185	1
17963054	22253	1
52490806	979811	1
19182150	1018771207	1
63494655	9688342	1
609773889	14231571	1
76347921	15383958	1
9677102	583375286	1
392116939	15830701	1
16985330	14231571	1
19571570	979811	1
755033	15571944	1
16063851	10194392	1
469800522	18657572	1
514744823	15830701	1
15461835	2087371	1
64289538	188048136	1
542479022	188048136	1
19558701	215625004	1
60761503	14231571	1
266810708	188048136	1
179089493	168169935	1
14302937	36183	1
150970628	14231571	1
881815454	188048136	1
312169321	511069456	1
1296802286	9688342	1
59498896	17618643	1
349271329	9688342	4
111729197	277568858	1
882763400	327550001	1
35383	979811	1
88500584	979811	1
207959644	6312822	1
170589771	16662889	1
363654629	762386762	1
80721583	16452299	1
276667497	583375286	1
65052669	1155631	1
159576280	188048136	1
1198151028	275686563	2
72905224	15086405	1
401063066	1475774791	1
68946515	611823	1
15060567	16378860	1
29638408	23978155	1
414623943	14231571	1
331946329	51813392	1
14097779	6312822	1
18829279	15760192	1
19558701	554523661	2
17297018	16662889	1
15267898	16318564	1
21451409	78453	1
29264467	36183	1
137269917	6312822	1
53563332	14097734	2
318148220	15383958	2
287086915	168258795	1
43436327	14231571	1
252798695	273684907	1
251222044	188048136	1
19568260	23978155	2
179782805	14231571	1
15951166	16711478	1
259022533	188048136	1
14870555	11405762	1
185986003	188048136	1
344520443	1214346157	1
1011576486	188048136	1
635918975	19312115	1
261012410	9688342	1
356881173	15383958	1
74857162	83271185	1
316684380	277568858	1
318393568	23978155	1
13160962	5777542	1
15275550	14231571	1
391695295	188048136	1
1449896868	37019708	1
85113948	15383958	1
44332516	14231571	1
749911052	14410190	2
134517532	10194392	1
117106591	987681	1
9771682	16318564	1
751503	755859	1
25703613	16318564	1
412638572	188048136	1
310895151	554523661	1
33493226	755859	1
251793063	188048136	1
1139200051	37019708	1
207959644	273684907	1
21927673	14231571	1
319206717	37019708	1
1026816122	1214346157	1
406766014	23255992	1
106798414	1446758370	1
10802892	14231571	1
261816067	37019708	1
14234486	784912	1
139438341	201998480	1
19805683	23978155	1
27761892	15086405	1
14566237	19312115	1
15907943	14151652	1
460544781	15830701	1
1340618112	69814867	1
15052343	18131006	1
14725574	2087371	1
1446309715	127978917	1
101670023	16711478	1
412305834	188048136	1
273014973	188048136	1
597981976	188048136	2
176270014	355263535	1
46705779	755859	1
177260278	6312822	1
41628247	817386	1
43830004	188048136	1
346483445	784912	1
739759002	15830701	1
330680360	188048136	1
53561172	979811	1
269638428	188048136	1
145677483	4641021	1
38815589	14347282	1
230254333	9688342	1
14879113	14231571	1
51768001	14231571	1
27281198	83271185	1
373672821	188048136	1
10675922	14231571	1
156918516	15267898	1
1377130068	188048136	1
1343871	273684907	1
134517532	190988390	2
150414976	327550001	1
53563332	20542450	1
19714244	1300658372	1
50459196	313496814	1
284058166	15440049	1
315239083	86315276	1
66351897	784912	1
16220081	40584312	1
291791128	20542450	2
20328096	979811	1
20427743	36183	1
9024412	14231571	1
101021921	312846503	1
15003288	23978155	1
1219058173	188048136	1
37937492	23978155	1
30225035	755859	1
111729197	14347790	1
15416541	19312115	1
970200684	9688342	1
125861383	36183	1
14406061	439637245	1
364197480	222540906	1
14103188	16318564	1
14643241	784912	1
144972951	979811	1
41992849	10194392	1
16669384	14231571	1
3250521	755859	1
113961030	14231571	1
19604066	16369316	1
18203373	784912	1
18370717	15383958	1
1538211	14231571	1
144634659	273684907	1
1182979796	273684907	1
101159465	14231571	1
14300115	273684907	1
367937150	188048136	1
602661124	188048136	1
45905925	273684907	1
227506607	188048136	1
15463446	83271185	1
54887183	11405762	1
22442366	275686563	1
21116558	1475774791	1
81148484	10194392	1
92369660	9688342	1
554523661	14395568	1
1058869784	215625004	1
492174715	17524072	1
129998395	348429830	1
15133590	35383	1
453920936	14231571	1
390270925	23978155	1
15545124	10194392	1
851334602	188048136	1
61449346	545531694	1
121843706	12273252	1
698193	23978155	1
15545124	554523661	1
93382672	784912	1
214635324	188048136	1
1132480237	428413732	1
17104996	755859	1
106798414	273684907	1
390452836	554523661	2
502772796	15661911	1
26089506	273684907	1
749911052	363594221	1
1431682465	20542450	1
13904812	78453	1
107770370	273684907	1
463544286	16662889	1
41785894	215625004	1
749911052	208238711	1
50669128	220771526	1
21782915	784912	1
89354935	15086405	1
318393568	14347790	1
501278668	188048136	1
63636463	19312115	1
86763327	188048136	1
461959827	375922585	1
16031160	12984782	1
464943507	37019708	1
672863	273684907	1
30006068	9688342	1
47482791	433624600	1
29232120	6312822	1
55874022	23978155	2
63494655	979811	1
465765630	188048136	1
65875009	15383958	1
17855647	784912	1
92341675	168258795	1
561075007	277568858	3
15523460	755859	1
565657403	188048136	1
250497656	19312115	1
146854128	15661911	1
36104446	14231571	1
624051174	188048136	1
5735232	273684907	1
15348159	6981492	1
36159823	15661911	1
18785068	273684907	1
120272162	229256967	1
369199312	188048136	1
207167871	14231571	1
21798156	755859	1
485076559	6187302	1
69568551	15760192	1
538699837	447456943	1
204008694	78453	1
56142525	78453	1
139900071	14231571	1
1162036044	635918975	1
16606794	259923509	1
15789755	273684907	1
14802364	16318564	1
109254805	86315276	1
14360752	755859	1
2017551	14231571	1
434630810	215625004	1
246561066	188048136	1
38908807	188048136	1
112237162	112243365	1
286803371	273684907	1
749911052	991953505	3
851720509	188048136	1
16336036	273684907	1
1400871444	277568858	1
124457428	111150813	1
271349874	112243365	1
1504381754	755859	1
59172479	78453	1
536729983	188048136	1
525784217	117117530	1
113127099	273684907	1
38887002	78453	1
16894022	273684907	1
736010604	275686563	1
1264051598	16318564	1
147998591	273684907	1
609773889	15830701	1
310418828	722394841	1
10397362	14231571	1
279538124	111150813	1
312472901	9688342	1
17297018	18131006	1
61449346	76734192	1
75132172	14231571	1
15416541	6312822	1
297665693	273684907	1
26753313	78453	1
1447403276	14865941	1
771681	6981492	1
202106234	78453	1
349271329	15830701	1
19714244	275686563	1
160983706	273684907	1
230269478	188048136	1
161790494	9688342	2
761646360	188048136	1
17501542	2223291	1
109047920	9688342	3
775091372	23978155	1
441735403	37019708	1
19182150	1005371676	1
7981252	25338609	1
14877196	755859	1
17297018	9688342	1
15951166	44923393	1
1111085274	16452299	1
14188890	23978155	1
17284240	15791237	1
16031975	14231571	1
84849477	23978155	1
44516889	25602445	1
723829807	916066321	1
283835279	15066271	1
633530514	188048136	2
81421408	348429830	1
658683	755859	1
269392920	784912	1
14797245	273684907	1
289209680	1150401	1
18383401	202233697	1
80680080	16318564	1
594683716	25338609	1
1193239771	37019708	1
17249433	14231571	1
14472196	12273252	1
29146962	14151652	1
983588460	273684907	1
91762941	755859	1
247388098	16452299	1
1296802286	611823	1
983588460	16184358	1
207890106	188048136	1
188767463	22105825	1
48329145	348429830	1
107770370	6312822	1
6827332	78453	1
401281878	127978917	1
12470902	784912	1
38897348	78453	1
21412225	1197619002	2
69091897	23978155	1
15581876	972651	1
56251446	83271185	1
14082105	16318564	1
300574666	318393568	1
15508191	78453	1
43541472	12273252	3
192977251	979811	1
17934912	1437841	1
1027141638	12273252	1
33255743	391921162	1
135203072	348429830	1
46912024	17618643	1
222881450	23978155	1
589311349	14231571	1
1072126590	188048136	1
183003948	83271185	1
167061355	15008936	1
222006267	784912	1
16369316	755859	1
749911052	371887050	1
15752932	273684907	1
228592990	188048136	1
24878404	273684907	1
103185156	14539324	1
18370717	275686563	2
1431682465	14097734	2
456512678	23978155	1
17840811	273684907	1
7213362	273684907	1
53013	16318564	1
20427743	14231571	1
8658242	1006521	1
119117063	188048136	1
122162515	188048136	1
312472901	544832577	1
195992166	6187302	1
36104446	20542450	1
28504723	275686563	1
14784842	273684907	1
49675047	127978917	1
15881468	15936679	1
70364936	817386	1
382163699	9688342	1
73933275	15383958	1
390270925	273684907	1
38096582	188048136	1
22833541	16369316	1
1447403276	23978155	1
